10108,23,832,16532,-20,-280,87,-65,-404,-361
10123,14,822,16530,-18,-283,87,-69,-404,-363
10137,25,824,16529,-22,-281,85,-75,-401,-374
10151,23,831,16527,-21,-275,91,-68,-404,-363
10165,12,819,16527,-21,-277,83,-74,-401,-363
10179,24,833,16538,-16,-277,84,-67,-406,-364
10193,26,833,16536,-10,-279,83,-71,-404,-369
10207,20,827,16543,-20,-278,85,-66,-406,-363
10221,7,818,16525,-18,-283,81,-66,-404,-363
10236,12,820,16533,-21,-280,86,-71,-407,-366
10250,17,819,16538,-19,-283,81,-64,-402,-371
10264,21,826,16526,-20,-277,88,-72,-405,-364
10278,16,826,16522,-19,-279,91,-67,-404,-366
10292,26,827,16536,-24,-281,86,-64,-404,-360
10306,23,835,16525,-10,-275,91,-66,-401,-365
10320,21,824,16527,-16,-277,89,-67,-401,-365
10334,12,832,16533,-23,-287,84,-66,-401,-363
10348,3,801,16523,-19,-281,81,-62,-406,-364
10363,22,812,16526,-14,-277,85,-66,-401,-365
10377,15,825,16537,-22,-279,87,-69,-400,-364
10391,16,818,16527,-20,-279,88,-72,-405,-366
10405,29,819,16541,-19,-282,86,-65,-407,-368
10419,16,816,16531,-23,-284,87,-66,-407,-361
10433,25,825,16540,-20,-281,91,-65,-406,-360
10447,34,816,16545,-21,-281,91,-63,-408,-364
10461,24,815,16532,-20,-279,88,-64,-405,-368
10475,11,809,16522,-21,-282,91,-71,-404,-358
10489,23,819,16528,-17,-284,87,-69,-403,-363
10503,28,825,16535,-20,-278,83,-66,-402,-363
10517,11,829,16536,-20,-277,84,-69,-407,-362
10531,12,824,16541,-23,-282,86,-64,-407,-365
10545,25,813,16515,-15,-277,83,-66,-405,-362
10559,10,827,16535,-19,-282,86,-62,-409,-361
10573,23,820,16542,-15,-282,79,-67,-405,-363
10587,19,827,16528,-21,-279,84,-69,-409,-364
10601,21,808,16530,-21,-286,86,-67,-402,-364
10615,13,828,16525,-24,-279,85,-63,-406,-359
10629,23,825,16514,-21,-279,85,-64,-403,-365
10643,7,829,16532,-23,-279,90,-66,-402,-361
10658,-4,818,16547,-19,-280,85,-65,-404,-362
10673,5,826,16532,-16,-274,81,-67,-402,-363
10688,22,829,16534,-21,-278,85,-70,-405,-361
10702,15,821,16533,-15,-281,89,-72,-406,-361
10716,24,833,16529,-18,-277,88,-64,-403,-360
10730,14,829,16531,-28,-280,93,-67,-406,-362
10744,25,834,16528,-18,-279,90,-66,-405,-361
10758,24,831,16548,-18,-281,81,-66,-403,-363
10772,4,817,16540,-18,-281,85,-69,-400,-361
10787,6,812,16529,-13,-278,88,-65,-401,-360
10802,15,829,16535,-18,-276,81,-71,-399,-364
10816,15,828,16534,-17,-282,90,-60,-409,-362
10830,22,829,16533,-25,-280,88,-70,-404,-363
10844,15,820,16549,-17,-272,90,-62,-403,-360
10858,26,832,16550,-19,-278,91,-64,-405,-364
10872,10,806,16541,-22,-281,84,-65,-405,-365
10886,29,812,16541,-17,-275,86,-65,-403,-363
10900,31,833,16531,-20,-279,87,-73,-404,-369
10914,17,827,16530,-18,-273,84,-71,-408,-365
10928,16,832,16535,-17,-281,92,-66,-399,-364
10942,9,826,16534,-18,-285,91,-70,-404,-358
10957,9,837,16542,-9,-277,89,-65,-406,-362
10971,10,824,16544,-22,-279,86,-72,-404,-362
10985,23,825,16524,-15,-280,83,-65,-401,-362
10999,16,815,16548,-18,-279,85,-68,-406,-364
11013,16,813,16536,-20,-280,85,-71,-401,-361
11027,11,837,16531,-21,-281,88,-64,-403,-358
11041,24,829,16522,-19,-281,80,-65,-401,-363
11055,23,829,16533,-14,-278,83,-67,-403,-364
11069,11,832,16542,-14,-279,87,-73,-400,-367
11083,16,822,16532,-18,-277,84,-70,-401,-357
11097,18,821,16541,-17,-281,86,-69,-402,-360
11111,14,828,16531,-20,-278,84,-62,-404,-359
11125,24,832,16535,-21,-282,89,-67,-409,-363
11139,30,823,16552,-19,-281,89,-63,-406,-356
11153,19,818,16547,-21,-276,80,-69,-402,-366
11167,25,822,16530,-22,-280,91,-66,-401,-362
11181,17,813,16557,-22,-277,87,-63,-408,-361
11195,8,824,16526,-17,-279,87,-67,-406,-364
11210,19,821,16545,-19,-283,94,-69,-404,-358
11224,20,813,16533,-21,-275,87,-66,-409,-366
11238,26,829,16542,-17,-277,85,-64,-402,-363
11252,25,825,16532,-22,-281,83,-66,-402,-361
11266,10,824,16535,-17,-279,82,-70,-405,-365
11280,15,827,16533,-18,-275,86,-66,-401,-365
11294,40,820,16541,-23,-277,85,-66,-403,-363
11308,20,833,16533,-23,-284,90,-68,-405,-359
11322,15,829,16542,-24,-286,91,-73,-404,-363
11336,23,826,16532,-26,-282,88,-64,-407,-364
11350,13,825,16543,-17,-278,80,-67,-399,-363
11364,11,829,16525,-19,-280,84,-73,-403,-362
11378,14,832,16550,-19,-280,86,-65,-404,-363
11392,13,816,16545,-19,-274,85,-67,-407,-360
11406,30,813,16530,-15,-276,87,-69,-399,-359
11420,25,819,16535,-20,-281,89,-67,-406,-364
11434,16,810,16549,-20,-278,87,-66,-402,-367
11448,17,831,16542,-14,-283,89,-66,-406,-363
11462,25,828,16556,-17,-277,86,-69,-403,-360
11476,16,832,16530,-18,-281,85,-69,-404,-362
11490,22,832,16535,-23,-283,87,-64,-403,-364
11504,19,828,16543,-22,-277,84,-66,-405,-361
11518,27,827,16538,-19,-277,89,-68,-403,-365
11532,28,816,16540,-23,-278,88,-67,-402,-363
11546,29,822,16537,-23,-279,86,-65,-404,-359
11560,30,810,16534,-27,-279,83,-66,-407,-362
11574,18,822,16555,-16,-280,82,-65,-405,-363
11588,30,814,16550,-26,-277,88,-71,-398,-364
11602,12,804,16550,-24,-279,82,-71,-400,-365
11616,19,827,16527,-18,-276,85,-67,-405,-360
11630,23,828,16548,-22,-279,89,-68,-404,-364
11644,22,826,16519,-21,-278,84,-70,-404,-361
11658,26,818,16535,-22,-279,85,-62,-406,-362
11672,10,827,16540,-22,-277,85,-68,-401,-360
11686,23,817,16536,-19,-281,84,-71,-405,-360
11700,30,818,16534,-15,-277,80,-70,-404,-362
11714,17,822,16536,-21,-279,88,-72,-403,-363
11728,26,821,16550,-22,-278,84,-67,-400,-365
11742,24,835,16547,-26,-282,86,-63,-404,-359
11756,6,824,16543,-19,-283,89,-60,-404,-366
11770,14,826,16533,-22,-283,87,-66,-404,-365
11784,16,829,16537,-20,-278,91,-68,-398,-367
11798,30,824,16539,-27,-284,90,-63,-405,-369
11812,26,831,16546,-22,-277,91,-66,-405,-364
11826,23,818,16540,-23,-274,87,-67,-405,-367
11840,23,830,16541,-23,-280,89,-67,-406,-365
11854,18,818,16555,-15,-280,86,-65,-399,-361
11868,6,825,16546,-17,-279,86,-66,-401,-363
11882,22,832,16537,-24,-279,88,-65,-406,-365
11896,14,829,16545,-22,-277,88,-65,-403,-363
11910,12,824,16531,-19,-279,88,-69,-405,-361
11924,22,825,16525,-26,-275,89,-66,-405,-370
11938,26,824,16523,-23,-282,87,-72,-403,-364
11952,26,824,16546,-23,-281,84,-68,-405,-365
11966,39,821,16525,-20,-276,82,-67,-403,-364
11980,11,816,16546,-21,-278,87,-61,-407,-365
11994,16,807,16532,-22,-277,85,-63,-405,-364
12008,28,821,16536,-18,-278,84,-67,-402,-366
12022,4,826,16540,-19,-276,87,-63,-406,-363
12037,19,825,16543,-15,-280,82,-69,-410,-362
12051,17,814,16537,-17,-283,86,-72,-403,-364
12065,10,823,16533,-21,-280,90,-74,-405,-363
12079,12,826,16542,-19,-280,87,-68,-405,-357
12093,18,819,16541,-19,-281,86,-65,-401,-367
12107,14,819,16527,-19,-283,90,-61,-405,-363
12121,31,830,16534,-18,-276,88,-71,-403,-360
12135,20,823,16548,-17,-277,88,-63,-402,-360
12149,19,818,16532,-17,-279,84,-69,-404,-366
12163,30,826,16524,-17,-279,86,-65,-404,-366
12177,25,815,16558,-14,-281,84,-71,-404,-361
12191,20,837,16538,-12,-279,82,-62,-403,-359
12205,16,823,16551,-16,-277,88,-59,-404,-360
12219,18,827,16538,-15,-278,85,-64,-403,-365
12233,17,822,16545,-22,-279,88,-68,-407,-362
12247,10,815,16551,-22,-280,88,-63,-402,-360
12261,20,826,16540,-17,-280,86,-67,-401,-366
12275,33,833,16548,-17,-283,85,-71,-402,-365
12289,25,820,16534,-20,-283,86,-68,-405,-366
12303,8,822,16521,-23,-279,85,-67,-403,-367
12317,19,819,16539,-15,-281,89,-64,-407,-361
12331,32,816,16542,-15,-277,90,-68,-406,-366
12345,24,824,16532,-20,-280,87,-66,-405,-366
12359,8,820,16550,-13,-276,86,-68,-400,-365
12373,14,823,16541,-20,-278,86,-67,-407,-361
12387,23,825,16541,-19,-278,86,-69,-401,-359
12401,16,823,16539,-21,-281,87,-68,-408,-366
12415,22,826,16531,-19,-274,85,-71,-410,-362
12429,15,815,16549,-22,-275,86,-70,-403,-360
12443,25,823,16536,-19,-277,80,-69,-400,-366
12457,5,830,16536,-14,-276,81,-71,-401,-360
12471,15,820,16533,-14,-283,86,-68,-410,-363
12485,18,820,16537,-18,-283,83,-70,-407,-364
12499,29,824,16533,-20,-277,82,-72,-407,-365
12513,18,833,16547,-12,-274,83,-70,-404,-367
12527,19,818,16540,-20,-279,85,-64,-406,-367
12541,41,818,16544,-20,-282,82,-70,-407,-364
12555,7,835,16543,-16,-282,84,-66,-403,-363
12569,28,831,16539,-19,-281,84,-69,-405,-367
12583,34,820,16549,-21,-280,89,-63,-403,-364
12597,-4,832,16546,-22,-277,86,-66,-402,-360
12612,3,823,16547,-19,-280,79,-68,-408,-365
12626,9,826,16562,-19,-277,85,-66,-403,-366
12640,12,834,16546,-24,-281,85,-67,-403,-363
12654,27,828,16543,-18,-274,89,-66,-409,-363
12668,27,824,16534,-19,-278,86,-74,-402,-364
12682,30,825,16540,-20,-277,85,-70,-401,-360
12696,16,822,16529,-16,-278,83,-69,-401,-369
12710,20,813,16541,-19,-282,87,-67,-403,-367
12724,16,816,16539,-18,-283,86,-67,-404,-361
12738,22,827,16536,-19,-278,81,-72,-405,-360
12752,14,814,16548,-15,-278,88,-65,-400,-363
12766,27,826,16551,-16,-280,86,-64,-403,-366
12780,12,834,16539,-17,-279,78,-71,-407,-363
12794,39,828,16547,-20,-280,82,-68,-409,-360
12808,-3,815,16539,-21,-282,88,-73,-402,-362
12823,28,815,16555,-18,-280,85,-70,-398,-365
12837,9,815,16550,-21,-280,81,-67,-404,-359
12851,28,830,16555,-21,-276,84,-71,-402,-361
12865,29,819,16531,-18,-281,88,-71,-405,-360
12879,28,826,16551,-14,-282,85,-69,-403,-362
12893,9,828,16533,-21,-280,85,-63,-402,-360
12907,28,837,16553,-21,-282,83,-68,-405,-364
12921,11,830,16532,-18,-284,83,-68,-403,-362
12935,23,822,16534,-18,-279,80,-67,-403,-363
12949,21,812,16540,-13,-279,83,-71,-400,-365
12963,21,835,16534,-18,-275,83,-69,-401,-363
12977,7,833,16549,-17,-280,86,-66,-402,-362
12991,16,829,16549,-20,-284,83,-66,-401,-362
13005,27,817,16534,-16,-281,89,-64,-405,-364
13019,31,829,16538,-19,-280,91,-69,-408,-365
13033,18,826,16545,-14,-278,86,-68,-402,-367
13047,12,820,16537,-15,-276,85,-64,-403,-362
13061,25,823,16546,-19,-280,82,-63,-405,-365
13075,11,828,16542,-23,-281,89,-66,-401,-363
13089,20,831,16546,-15,-280,81,-65,-401,-360
13103,21,831,16549,-10,-278,83,-68,-402,-356
13117,11,817,16529,-15,-279,92,-71,-403,-359
