-13.181818	2.363636	-41.734691
-13.272727	2.454545	-41.632652
-13.272727	2.272727	-41.836734
-13.181818	2.272727	-41.734691
-13.0	2.181818	-41.632652
-13.090909	2.363636	-41.32653
-13.0	2.090909	-41.734691
-13.272727	2.272727	-41.734691
-13.272727	2.090909	-41.734691
-13.090909	2.272727	-41.530612
-13.181818	2.272727	-41.734691
-13.0	2.181818	-41.836734
-13.090909	2.181818	-41.734691
-13.181818	2.272727	-41.836734
-13.0	2.272727	-41.938774
-12.818182	2.272727	-41.836734
-13.181818	2.0	-41.836734
-13.090909	2.363636	-41.836734
-10.454545	4.909091	-42.551021
-2.545454	6.0	-46.32653
6.181818	6.181818	-48.775508
16.090908	1.0	-52.346939
20.0	-3.181818	-51.734691
21.363636	-15.363637	-55.408161
12.636364	-25.090908	-57.040817
9.181818	-30.272727	-55.306125
-4.909091	-38.909088	-42.959182
-10.636364	-39.727272	-36.224491
-24.636363	-28.454545	-20.204082
-28.090909	-18.727272	-15.204081
-24.727272	-0.090909	-19.489795
-11.090909	11.363637	-33.163265
-4.909091	13.363637	-33.877552
7.909091	10.272727	-41.530612
11.909091	9.272727	-41.632652
20.636363	0.545455	-45.918365
21.0	-3.454545	-47.040817
27.454545	-8.363637	-39.693878
31.545454	-7.636364	-24.285715
31.454545	-5.272727	-18.163265
27.545455	2.545454	-8.061224
24.454545	5.636363	-4.489796
20.363636	7.454546	1.938776
17.90909	8.272728	5.408164
11.454546	8.909091	12.142858
10.454545	9.272727	12.34694
21.90909	7.727273	5.408164
24.363636	-31.818181	1.22449
21.454545	-37.0	-4.081633
8.454546	-43.909091	-27.755102
1.454545	-41.181816	-38.877548
-12.636364	-20.636363	-48.265304
-15.545455	-10.454545	-45.918365
-16.0	4.272727	-36.32653
-11.181818	12.181818	-29.081634
-7.636364	15.363637	-24.387754
-2.545454	17.454545	-12.55102
-0.272727	16.636363	-4.387755
4.0	10.363636	12.040817
1.363636	5.727273	19.489795
-3.181818	-4.181818	25.714286
-8.636364	-7.272727	25.714286
-7.545455	-12.818182	26.530611
-1.636363	-31.272727	20.510204
-1.909091	-40.272727	10.510205
3.909091	-46.454544	-15.714286
9.181818	-43.181819	-28.87755
16.909091	-30.727273	-42.142856
21.545454	-20.454545	-43.571426
24.363636	-19.545455	-39.387756
28.181818	-19.272726	-12.959184
26.272726	-19.636363	-3.877551
11.909091	-19.636363	19.795917
6.636363	-16.818181	23.469388
0.363636	-14.0	25.714286
-5.818182	-9.454545	26.734695
-7.454546	-2.181818	23.673469
-9.181818	12.727272	4.795918
-4.363636	16.363636	-7.551021
-2.0	7.090909	-40.816326
-3.454545	-0.272727	-47.65306
3.272727	-11.909091	-53.061222
6.181818	-18.272727	-52.7551
8.090909	-21.454545	-52.040817
16.0	-21.636363	-48.061225
21.090908	-23.727272	-41.224487
22.181818	-29.090908	-34.183673
20.272727	-32.454544	-34.387756
17.090909	-37.0	-32.959182
15.363637	-38.909088	-31.428571
15.727273	-37.090908	-33.979591
14.818181	-40.272727	-27.959182
11.909091	-43.454544	-14.081633
-0.545455	-41.727272	6.122449
-3.454545	-39.0	11.836735
-8.0	-25.81818	22.244897
-12.636364	-23.0	21.632654
-20.272727	-18.363636	15.816327
-26.818183	-14.909092	2.857143
-28.0	-16.090908	-2.244898
-27.000001	-25.181818	-13.469388
-25.90909	-27.545455	-16.020408
-20.090909	-36.909091	-14.489796
-17.636363	-40.0	-11.836735
-11.181818	-44.545452	-8.163266
-4.181818	-44.272727	1.020408
-0.636364	-41.81818	6.836735
3.090909	-34.272727	16.32653
3.727273	-30.727273	18.979591
5.272727	-16.454545	24.489795
10.363636	-8.272728	19.693878
15.181819	4.545454	-0.510204
14.272727	7.909091	-8.877552
10.545454	6.181818	-33.469387
8.0	3.272727	-39.489795
5.818182	-3.181818	-46.632652
6.454545	-14.363636	-50.918365
5.636363	-18.545454	-51.020408
6.545454	-19.181818	-51.020408
4.363636	-20.818181	-51.632656
-6.454545	-24.909091	-51.224487
-5.545454	-39.909091	-40.102039
-0.363636	-45.454547	-30.816326
7.727273	-46.181819	-23.061223
10.818182	-45.090908	-23.061223
16.090908	-41.545452	-24.693878
18.454545	-39.545455	-25.816328
23.0	-34.727272	-25.20408
24.363636	-33.181819	-19.591836
25.90909	-28.727272	-24.183673
28.545454	-17.181818	-27.244897
28.545454	-9.090909	-25.816328
27.363637	0.909091	-13.67347
23.636363	7.545455	-12.34694
8.636364	18.636363	-19.693878
-12.545454	14.181818	-26.938776
-21.454545	4.545454	-29.489797
-26.181816	-20.181818	-29.183673
-23.818181	-27.000001	-30.816326
-18.454545	-31.363636	-35.102039
-15.545455	-34.363636	-35.918365
-7.818182	-35.181816	-42.040817
6.0	-33.909091	-47.857139
11.909091	-31.181818	-48.673469
18.454545	-28.0	-46.734695
20.545454	-27.545455	-44.693878
21.545454	-28.818181	-44.591838
18.181818	-30.000001	-47.65306
15.181819	-32.090908	-49.183673
13.181818	-32.909091	-49.183673
4.363636	-34.363636	-50.612247
-5.818182	-21.363636	-56.530612
-12.545454	-12.90909	-52.65306
-24.818181	-1.454545	-27.142858
-25.0	2.181818	-9.081633
-14.0	-1.0	18.77551
-14.272727	-10.0	22.448978
-23.727272	-23.727272	9.285715
-24.272727	-34.272727	-8.979592
-22.818181	-36.363636	-17.142858
-22.727273	-32.181816	-30.204082
-24.0	-26.909091	-34.489795
-24.727272	-8.090909	-36.632652
-23.181818	3.272727	-27.448978
-18.636363	10.454545	-2.959184
-22.909091	-6.454545	12.653062
-26.363636	-18.272727	7.551021
-26.636365	-30.454545	-13.979592
-24.454545	-32.909091	-21.836734
-22.0	-28.636363	-35.102039
-20.454545	-25.0	-41.530612
-20.181818	-10.727273	-43.775512
-20.0	5.272727	-31.122449
-15.909091	12.181818	-23.979591
-6.181818	16.818181	-9.897959
-0.909091	16.727273	-7.857143
-1.181818	9.363636	11.020408
-6.909091	0.272727	19.591836
-18.363636	-23.818181	16.836734
-22.727273	-31.454545	5.0
-23.272727	-34.636363	-3.061224
-25.90909	-32.636363	-9.897959
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
-30.454545	-13.818182	-6.122449
