-50.29, 65.13, 7.13, -4.30, -1.56, 2.21, -0.24, 0.14, 0.91, 250193695, 1215403662, 37090, 67151
-50.29, 65.13, 7.13, -5.86, -1.40, 2.19, -0.24, 0.15, 0.90, 250193695, 1215403662, 37090, 67157
-50.29, 65.13, 7.13, -6.24, -1.27, 2.30, -0.24, 0.15, 0.90, 250193695, 1215403662, 37090, 67163
-50.29, 65.13, 7.13, -6.31, -1.21, 2.35, -0.24, 0.15, 0.89, 250193695, 1215403662, 37090, 67169
-50.29, 65.13, 7.13, -6.42, -1.25, 2.11, -0.24, 0.15, 0.89, 250193695, 1215403662, 37090, 67175
-50.29, 65.13, 7.13, -5.91, -1.45, 2.24, -0.24, 0.16, 0.89, 250193695, 1215403662, 37090, 67181
-50.29, 65.13, 7.13, -5.24, -1.62, 2.20, -0.24, 0.16, 0.89, 250193695, 1215403662, 37090, 67186
-51.93, 65.46, 9.35, -4.94, -1.86, 1.98, -0.25, 0.16, 0.89, 250193695, 1215403662, 37090, 67193
-51.93, 65.46, 9.35, -4.49, -2.26, 1.60, -0.25, 0.17, 0.90, 250193695, 1215403662, 37090, 67199
-51.93, 65.46, 9.35, -3.60, -2.82, 1.23, -0.25, 0.17, 0.89, 250193695, 1215403662, 37090, 67208
-51.93, 65.46, 9.35, -3.01, -3.26, 0.98, -0.25, 0.17, 0.89, 250193695, 1215403662, 37090, 67214
-51.93, 65.46, 9.35, -2.65, -3.68, 0.82, -0.25, 0.17, 0.89, 250193695, 1215403662, 37090, 67219
-51.93, 65.46, 9.35, -2.76, -4.02, 0.53, -0.25, 0.17, 0.88, 250193695, 1215403662, 37090, 67225
-51.93, 65.46, 9.35, -2.56, -4.75, 0.26, -0.25, 0.19, 0.88, 250193695, 1215403662, 37090, 67231
-51.93, 65.46, 9.35, -2.93, -5.54, 0.14, -0.24, 0.19, 0.87, 250193695, 1215403662, 37090, 67237
-51.93, 65.46, 9.35, -2.19, -5.75, -0.18, -0.25, 0.19, 0.84, 250193695, 1215403662, 37090, 67243
-51.93, 65.46, 9.35, -1.71, -5.45, -0.32, -0.27, 0.18, 0.84, 250193695, 1215403662, 37090, 67249
-51.93, 65.46, 9.35, -2.30, -5.22, -0.43, -0.27, 0.19, 0.84, 250193695, 1215403662, 37090, 67255
-51.93, 65.46, 9.35, -0.99, -4.02, -0.29, -0.26, 0.19, 0.84, 250193695, 1215403662, 37090, 67261
-51.93, 65.46, 9.35, -0.63, -3.79, -0.12, -0.25, 0.20, 0.87, 250193695, 1215403662, 37090, 67267
-51.93, 65.46, 9.35, -0.82, -3.84, 0.18, -0.25, 0.20, 0.88, 250193695, 1215403662, 37090, 67272
-51.93, 65.46, 9.35, -0.63, -3.71, 0.50, -0.25, 0.20, 0.88, 250193695, 1215403662, 37090, 67278
-51.93, 65.46, 9.35, -0.03, -3.56, 0.89, -0.25, 0.20, 0.88, 250193695, 1215403662, 37090, 67284
-51.93, 65.46, 9.35, 0.34, -3.30, 1.35, -0.24, 0.19, 0.89, 250193695, 1215403662, 37090, 67290
-51.93, 65.46, 9.35, 0.02, -3.01, 2.41, -0.23, 0.19, 0.89, 250193695, 1215403662, 37090, 67296
-51.93, 65.46, 9.35, 0.04, -2.95, 2.91, -0.23, 0.19, 0.90, 250193695, 1215403662, 37090, 67302
-51.93, 65.46, 9.35, 0.08, -2.94, 3.21, -0.23, 0.18, 0.90, 250193695, 1215403662, 37090, 67308
-51.93, 65.46, 9.35, -0.10, -2.90, 3.51, -0.22, 0.17, 0.90, 250193695, 1215403662, 37090, 67314
